period,x,m_mx,m_qx,m_lx,m_dx,m_ex,blank,f_mx,f_qx,f_lx,f_dx,f_ex
2007-2009,83,0.091996,0.087951,43049.2,3786.2,6.44,NA,0.066406,0.064272,57121,3671.3,7.62
2007-2009,84,0.104091,0.098942,39263,3884.8,6.02,NA,0.074631,0.071946,53449.7,3845.5,7.11
2007-2009,85,0.115133,0.108866,35378.2,3851.5,5.62,NA,0.084105,0.080711,49604.2,4003.6,6.62
2007-2009,86,0.129898,0.121976,31526.7,3845.5,5.25,NA,0.094781,0.090492,45600.6,4126.5,6.16
2007-2009,87,0.145251,0.135417,27681.2,3748.5,4.91,NA,0.107422,0.101946,41474.1,4228.1,5.72
2007-2009,88,0.15494,0.1438,23932.7,3441.5,4.6,NA,0.117913,0.111348,37246,4147.3,5.31
2007-2009,89,0.169135,0.155947,20491.2,3195.5,4.29,NA,0.131641,0.123511,33098.7,4088.1,4.92
2007-2009,90,0.189369,0.172989,17295.7,2992,3.98,NA,0.150646,0.140094,29010.7,4064.2,4.54
2007-2009,91,0.206627,0.187278,14303.7,2678.8,3.71,NA,0.168879,0.155729,24946.5,3884.9,4.2
2007-2009,92,0.22641,0.203386,11624.9,2364.3,3.45,NA,0.191558,0.174814,21061.6,3681.9,3.88
2007-2009,93,0.248524,0.221056,9260.6,2047.1,3.21,NA,0.211401,0.191192,17379.7,3322.9,3.6
2007-2009,94,0.266963,0.235524,7213.5,1698.9,2.98,NA,0.235752,0.210893,14056.8,2964.5,3.33
2007-2009,95,0.308329,0.267145,5514.5,1473.2,2.74,NA,0.263915,0.233149,11092.4,2586.2,3.09
2007-2009,96,0.335385,0.28722,4041.3,1160.8,2.56,NA,0.290046,0.25331,8506.2,2154.7,2.87
2007-2009,97,0.372793,0.314223,2880.6,905.1,2.39,NA,0.311299,0.269372,6351.5,1710.9,2.68
2007-2009,98,0.394626,0.329593,1975.4,651.1,2.25,NA,0.351039,0.298625,4640.6,1385.8,2.48
2007-2009,99,0.428858,0.353135,1324.4,467.7,2.11,NA,0.37441,0.315371,3254.8,1026.5,2.32
2007-2009,100,0.462537,0.375659,856.7,321.8,1.99,NA,0.409913,0.340189,2228.3,758,2.16
2006-2008,0,0.005386,0.005371,100000,537.1,77.66,NA,0.0044,0.00439,100000,439,81.81
2006-2008,1,3.94e-4,3.94e-4,99462.9,39.2,77.07,NA,3.44e-4,3.44e-4,99561,34.3,81.17
2006-2008,2,2.32e-4,2.32e-4,99423.7,23.1,76.1,NA,1.97e-4,1.97e-4,99526.7,19.6,80.2
2006-2008,3,1.66e-4,1.66e-4,99400.6,16.5,75.12,NA,1.6e-4,1.6e-4,99507.1,15.9,79.21
2006-2008,4,1.36e-4,1.36e-4,99384.1,13.6,74.13,NA,1.21e-4,1.21e-4,99491.2,12,78.23
2006-2008,5,1.32e-4,1.32e-4,99370.6,13.1,73.14,NA,9.9e-5,9.9e-5,99479.2,9.8,77.24
2006-2008,6,1.04e-4,1.04e-4,99357.4,10.4,72.15,NA,9.6e-5,9.6e-5,99469.3,9.5,76.24
2006-2008,7,9.8e-5,9.8e-5,99347.1,9.7,71.16,NA,7.6e-5,7.6e-5,99459.8,7.5,75.25
2006-2008,8,1.23e-4,1.23e-4,99337.4,12.2,70.17,NA,8.7e-5,8.7e-5,99452.2,8.6,74.26
2006-2008,9,1.17e-4,1.17e-4,99325.2,11.6,69.18,NA,7.4e-5,7.4e-5,99443.6,7.4,73.26
2006-2008,10,9.9e-5,9.9e-5,99313.5,9.8,68.18,NA,8.9e-5,8.9e-5,99436.2,8.9,72.27
2006-2008,11,1.12e-4,1.12e-4,99303.7,11.1,67.19,NA,9.2e-5,9.2e-5,99427.3,9.1,71.27
2006-2008,12,1.14e-4,1.14e-4,99292.6,11.3,66.2,NA,9.9e-5,9.9e-5,99418.2,9.9,70.28
2006-2008,13,1.56e-4,1.56e-4,99281.3,15.5,65.21,NA,1.15e-4,1.15e-4,99408.4,11.5,69.29
2006-2008,14,1.75e-4,1.75e-4,99265.8,17.3,64.22,NA,1.13e-4,1.13e-4,99396.9,11.2,68.3
2006-2008,15,2.3e-4,2.3e-4,99248.5,22.9,63.23,NA,1.44e-4,1.44e-4,99385.7,14.3,67.3
2006-2008,16,3.39e-4,3.39e-4,99225.6,33.6,62.24,NA,1.68e-4,1.68e-4,99371.3,16.7,66.31
2006-2008,17,4.99e-4,4.99e-4,99192,49.5,61.26,NA,2.31e-4,2.31e-4,99354.6,22.9,65.32
2006-2008,18,5.61e-4,5.61e-4,99142.6,55.6,60.29,NA,2.57e-4,2.57e-4,99331.7,25.5,64.34
2006-2008,19,6.2e-4,6.2e-4,99087,61.4,59.33,NA,2.5e-4,2.5e-4,99306.2,24.8,63.35
2006-2008,20,6.91e-4,6.91e-4,99025.6,68.4,58.36,NA,2.35e-4,2.34e-4,99281.4,23.3,62.37
2006-2008,21,6.53e-4,6.53e-4,98957.1,64.6,57.4,NA,2.57e-4,2.57e-4,99258.1,25.5,61.39
2006-2008,22,6.84e-4,6.84e-4,98892.5,67.6,56.44,NA,2.48e-4,2.48e-4,99232.5,24.6,60.4
2006-2008,23,6.81e-4,6.81e-4,98824.9,67.3,55.48,NA,2.39e-4,2.39e-4,99207.9,23.7,59.42
2006-2008,24,6.86e-4,6.86e-4,98757.6,67.7,54.52,NA,2.73e-4,2.73e-4,99184.2,27.1,58.43
2006-2008,25,6.99e-4,6.99e-4,98689.9,68.9,53.55,NA,2.64e-4,2.64e-4,99157.1,26.2,57.45
2006-2008,26,7.39e-4,7.39e-4,98620.9,72.9,52.59,NA,3.23e-4,3.23e-4,99130.9,32,56.46
2006-2008,27,7.53e-4,7.53e-4,98548.1,74.2,51.63,NA,2.83e-4,2.83e-4,99098.9,28.1,55.48
2006-2008,28,7.75e-4,7.74e-4,98473.9,76.2,50.67,NA,3.38e-4,3.38e-4,99070.9,33.5,54.49
2006-2008,29,7.97e-4,7.97e-4,98397.7,78.4,49.71,NA,3.65e-4,3.65e-4,99037.4,36.2,53.51
2006-2008,30,8.69e-4,8.69e-4,98319.2,85.4,48.75,NA,3.88e-4,3.88e-4,99001.2,38.4,52.53
2006-2008,31,9.22e-4,9.21e-4,98233.8,90.5,47.79,NA,3.81e-4,3.81e-4,98962.8,37.7,51.55
2006-2008,32,9.98e-4,9.97e-4,98143.3,97.9,46.83,NA,4.48e-4,4.48e-4,98925.1,44.3,50.57
2006-2008,33,0.001046,0.001046,98045.4,102.5,45.88,NA,5.2e-4,5.2e-4,98880.8,51.4,49.59
2006-2008,34,0.001097,0.001096,97942.9,107.4,44.92,NA,5.57e-4,5.57e-4,98829.4,55,48.62
2006-2008,35,0.001214,0.001213,97835.6,118.7,43.97,NA,5.77e-4,5.76e-4,98774.3,56.9,47.65
2006-2008,36,0.00121,0.001209,97716.9,118.2,43.03,NA,5.93e-4,5.93e-4,98717.4,58.5,46.67
2006-2008,37,0.001249,0.001248,97598.7,121.8,42.08,NA,6.95e-4,6.95e-4,98658.9,68.6,45.7
2006-2008,38,0.001375,0.001374,97476.9,133.9,41.13,NA,7.66e-4,7.66e-4,98590.3,75.5,44.73
2006-2008,39,0.001438,0.001437,97343,139.9,40.19,NA,8.66e-4,8.65e-4,98514.8,85.2,43.77
2006-2008,40,0.001543,0.001542,97203.1,149.9,39.24,NA,9.55e-4,9.54e-4,98429.5,93.9,42.8
2006-2008,41,0.001678,0.001676,97053.3,162.7,38.3,NA,0.001022,0.001022,98335.6,100.5,41.84
2006-2008,42,0.00182,0.001819,96890.6,176.2,37.37,NA,0.00111,0.001109,98235.1,109,40.89
2006-2008,43,0.001923,0.001921,96714.3,185.8,36.43,NA,0.001244,0.001244,98126.2,122,39.93
2006-2008,44,0.00205,0.002048,96528.6,197.7,35.5,NA,0.001322,0.001321,98004.1,129.5,38.98
2006-2008,45,0.002274,0.002272,96330.9,218.8,34.57,NA,0.001495,0.001494,97874.7,146.2,38.03
2006-2008,46,0.002444,0.002441,96112.1,234.6,33.65,NA,0.001581,0.0015790000000000001,97728.4,154.3,37.09
2006-2008,47,0.002713,0.00271,95877.5,259.8,32.73,NA,0.001758,0.001757,97574.1,171.4,36.15
2006-2008,48,0.002912,0.002907,95617.7,278,31.82,NA,0.002028,0.002026,97402.6,197.4,35.21
2006-2008,49,0.003224,0.003218,95339.7,306.8,30.91,NA,0.002066,0.002063,97205.3,200.6,34.28
2006-2008,50,0.003552,0.003546,95032.8,337,30.01,NA,0.002493,0.002489,97004.7,241.5,33.35
2006-2008,51,0.003933,0.003925,94695.9,371.7,29.12,NA,0.002614,0.00261,96763.2,252.6,32.43
2006-2008,52,0.004215,0.004206,94324.2,396.7,28.23,NA,0.002776,0.002772,96510.7,267.5,31.51
2006-2008,53,0.0048,0.004789,93927.5,449.8,27.35,NA,0.003072,0.003067,96243.1,295.2,30.6
2006-2008,54,0.005202,0.005188,93477.7,485,26.47,NA,0.003453,0.003447,95947.9,330.7,29.69
2006-2008,55,0.005763,0.005746,92992.7,534.4,25.61,NA,0.003699,0.003693,95617.2,353.1,28.79
2006-2008,56,0.006306,0.006286,92458.3,581.2,24.75,NA,0.00403,0.004022,95264.1,383.2,27.9
2006-2008,57,0.006681,0.006659,91877.1,611.8,23.91,NA,0.004262,0.004253,94881,403.5,27.01
2006-2008,58,0.007295,0.007269,91265.4,663.4,23.07,NA,0.004609,0.004598,94477.4,434.5,26.12
2006-2008,59,0.007824,0.007794,90602,706.1,22.23,NA,0.005178,0.005164,94043,485.7,25.24
2006-2008,60,0.008542,0.008505,89895.9,764.6,21.4,NA,0.005556,0.00554,93557.3,518.3,24.37
2006-2008,61,0.009651,0.009605,89131.3,856.1,20.58,NA,0.006346,0.006326,93039,588.5,23.5
2006-2008,62,0.010873,0.010814,88275.2,954.6,19.78,NA,0.00675,0.006728,92450.4,622,22.65
2006-2008,63,0.011938,0.011868,87320.6,1036.3,18.99,NA,0.007577,0.007548,91828.5,693.1,21.8
2006-2008,64,0.013074,0.012989,86284.3,1120.7,18.21,NA,0.008282,0.008247,91135.3,751.6,20.96
2006-2008,65,0.014559,0.014454,85163.6,1230.9,17.44,NA,0.008928,0.008888,90383.7,803.4,20.13
2006-2008,66,0.015947,0.015821000000000002,83932.7,1327.9,16.69,NA,0.009842,0.009794,89580.3,877.3,19.31
2006-2008,67,0.017419,0.017268,82604.8,1426.4,15.95,NA,0.011033,0.010972,88703,973.3,18.49
2006-2008,68,0.019434,0.019247,81178.3,1562.4,15.22,NA,0.012088,0.012015,87729.7,1054.1,17.69
2006-2008,69,0.021077,0.020857,79615.9,1660.6,14.51,NA,0.013223,0.013136,86675.6,1138.6,16.9
2006-2008,70,0.02289,0.022631,77955.3,1764.2,13.81,NA,0.014871,0.014762,85537,1262.7,16.12
2006-2008,71,0.02549,0.025169,76191.1,1917.7,13.12,NA,0.016248,0.016117,84274.3,1358.2,15.35
2006-2008,72,0.028463,0.028063,74273.4,2084.4,12.44,NA,0.018123,0.01796,82916.1,1489.2,14.6
2006-2008,73,0.031421,0.030935,72189.1,2233.1,11.79,NA,0.020606,0.020395,81426.9,1660.7,13.86
2006-2008,74,0.034677,0.034086,69955.9,2384.5,11.15,NA,0.023162,0.022896,79766.2,1826.4,13.13
2006-2008,75,0.039261,0.038505,67571.5,2601.8,10.52,NA,0.025632,0.025308,77939.8,1972.5,12.43
2006-2008,76,0.043866,0.042924,64969.6,2788.8,9.92,NA,0.029033,0.028618,75967.3,2174,11.74
2006-2008,77,0.048887,0.047721,62180.9,2967.3,9.35,NA,0.032662,0.032138,73793.4,2371.5,11.07
2006-2008,78,0.054346,0.052909,59213.5,3132.9,8.79,NA,0.036812,0.036146,71421.8,2581.6,10.42
2006-2008,79,0.061677,0.059832,56080.6,3355.4,8.25,NA,0.042194,0.041322,68840.2,2844.6,9.79
2006-2008,80,0.068187,0.065939,52725.2,3476.6,7.75,NA,0.047441,0.046342,65995.6,3058.4,9.19
2006-2008,81,0.076449,0.073635,49248.6,3626.4,7.26,NA,0.053719,0.052314,62937.2,3292.5,8.62
2006-2008,82,0.085823,0.082291,45622.2,3754.3,6.8,NA,0.059823,0.058085,59644.7,3464.5,8.06
2006-2008,83,0.095101,0.090785,41867.9,3801,6.36,NA,0.067835,0.06561,56180.2,3686,7.53
2006-2008,84,0.106541,0.101153,38066.9,3850.6,5.95,NA,0.076747,0.07391,52494.2,3879.9,7.02
2006-2008,85,0.118514,0.111884,34216.3,3828.3,5.56,NA,0.086311,0.08274,48614.4,4022.4,6.55
2006-2008,86,0.133916,0.125512,30388.1,3814.1,5.2,NA,0.096848,0.092375,44592,4119.2,6.09
2006-2008,87,0.140752,0.131498,26574,3494.4,4.87,NA,0.106336,0.100967,40472.8,4086.4,5.66
2006-2008,88,0.154956,0.143813,23079.6,3319.2,4.53,NA,0.120785,0.113906,36386.4,4144.6,5.24
2006-2008,89,0.168589,0.155482,19760.4,3072.4,4.21,NA,0.132415,0.124193,32241.8,4004.2,4.85
2006-2008,90,0.195448,0.178048,16688,2971.3,3.89,NA,0.153906,0.142909,28237.6,4035.4,4.46
2006-2008,91,0.214289,0.193551,13716.8,2654.9,3.63,NA,0.173451,0.159609,24202.2,3862.9,4.13
2006-2008,92,0.233827,0.209351,11061.9,2315.8,3.38,NA,0.195099,0.177759,20339.3,3615.5,3.81
2006-2008,93,0.258011,0.22853,8746.1,1998.7,3.14,NA,0.217754,0.196373,16723.8,3284.1,3.53
2006-2008,94,0.274701,0.241527,6747.3,1629.7,2.92,NA,0.241609,0.215567,13439.7,2897.2,3.27
2006-2008,95,0.312361,0.270166,5117.7,1382.6,2.69,NA,0.269505,0.237501,10542.5,2503.9,3.03
2006-2008,96,0.344364,0.29378,3735,1097.3,2.5,NA,0.299643,0.260599,8038.7,2094.9,2.82
2006-2008,97,0.386814,0.324126,2637.8,855,2.33,NA,0.318863,0.275017,5943.8,1634.6,2.64
2006-2008,98,0.407448,0.33849,1782.8,603.5,2.21,NA,0.355067,0.301535,4309.2,1299.4,2.45
2006-2008,99,0.435055,0.357327,1179.3,421.4,2.08,NA,0.380118,0.319411,3009.8,961.4,2.29
2006-2008,100,0.469059,0.37995,757.9,288,1.97,NA,0.418005,0.345744,2048.4,708.2,2.13
2005-2007,0,0.005514,0.005499,100000,549.9,77.41,NA,0.004457,0.0044470000000000004,100000,444.7,81.64
2005-2007,1,4.11e-4,4.11e-4,99450.1,40.8,76.84,NA,3.57e-4,3.57e-4,99555.3,35.6,81
2005-2007,2,2.5e-4,2.5e-4,99409.2,24.8,75.87,NA,1.87e-4,1.87e-4,99519.7,18.6,80.03
2005-2007,3,1.72e-4,1.72e-4,99384.4,17.1,74.89,NA,1.47e-4,1.47e-4,99501.1,14.6,79.05
2005-2007,4,1.32e-4,1.32e-4,99367.4,13.1,73.9,NA,9.8e-5,9.8e-5,99486.5,9.7,78.06
2005-2007,5,1.21e-4,1.21e-4,99354.2,12,72.91,NA,9.2e-5,9.2e-5,99476.7,9.1,77.06
2005-2007,6,1.18e-4,1.18e-4,99342.2,11.7,71.92,NA,9.9e-5,9.9e-5,99467.6,9.9,76.07
2005-2007,7,9.2e-5,9.2e-5,99330.5,9.1,70.93,NA,8.4e-5,8.4e-5,99457.7,8.4,75.08
2005-2007,8,1.12e-4,1.12e-4,99321.4,11.1,69.93,NA,8e-5,8e-5,99449.4,8,74.09
2005-2007,9,1.1e-4,1.1e-4,99310.3,10.9,68.94,NA,6.8e-5,6.8e-5,99441.4,6.7,73.09
2005-2007,10,9.7e-5,9.7e-5,99299.3,9.7,67.95,NA,9.3e-5,9.3e-5,99434.7,9.3,72.1
2005-2007,11,1.27e-4,1.27e-4,99289.7,12.6,66.96,NA,9.3e-5,9.3e-5,99425.4,9.2,71.1
2005-2007,12,1.41e-4,1.41e-4,99277.1,14,65.96,NA,1.15e-4,1.15e-4,99416.2,11.4,70.11
2005-2007,13,1.72e-4,1.72e-4,99263.1,17.1,64.97,NA,1.23e-4,1.23e-4,99404.8,12.2,69.12
2005-2007,14,1.91e-4,1.91e-4,99246,18.9,63.98,NA,1.3e-4,1.3e-4,99392.6,13,68.13
2005-2007,15,2.33e-4,2.33e-4,99227.1,23.1,63,NA,1.38e-4,1.38e-4,99379.6,13.7,67.13
2005-2007,16,3.35e-4,3.35e-4,99203.9,33.2,62.01,NA,1.94e-4,1.94e-4,99365.9,19.3,66.14
2005-2007,17,5.25e-4,5.25e-4,99170.7,52.1,61.03,NA,2.42e-4,2.42e-4,99346.6,24,65.16
2005-2007,18,5.99e-4,5.99e-4,99118.6,59.4,60.06,NA,2.58e-4,2.58e-4,99322.6,25.7,64.17
2005-2007,19,6.58e-4,6.58e-4,99059.2,65.1,59.1,NA,2.53e-4,2.53e-4,99297,25.1,63.19
2005-2007,20,6.63e-4,6.62e-4,98994.1,65.6,58.14,NA,2.48e-4,2.48e-4,99271.8,24.6,62.2
2005-2007,21,6.8e-4,6.8e-4,98928.5,67.3,57.18,NA,2.54e-4,2.54e-4,99247.2,25.2,61.22
2005-2007,22,6.94e-4,6.94e-4,98861.2,68.6,56.21,NA,2.56e-4,2.56e-4,99222,25.4,60.24
2005-2007,23,7e-4,7e-4,98792.7,69.1,55.25,NA,2.59e-4,2.59e-4,99196.6,25.7,59.25
2005-2007,24,6.76e-4,6.76e-4,98723.5,66.7,54.29,NA,2.77e-4,2.77e-4,99170.9,27.5,58.27
2005-2007,25,7.48e-4,7.48e-4,98656.8,73.8,53.33,NA,2.73e-4,2.73e-4,99143.4,27.1,57.28
2005-2007,26,7.2e-4,7.2e-4,98583,71,52.37,NA,3.24e-4,3.24e-4,99116.3,32.1,56.3
2005-2007,27,7.63e-4,7.63e-4,98512,75.2,51.4,NA,3.12e-4,3.12e-4,99084.2,30.9,55.32
2005-2007,28,7.27e-4,7.27e-4,98436.9,71.6,50.44,NA,3.47e-4,3.47e-4,99053.3,34.4,54.33
2005-2007,29,8.13e-4,8.13e-4,98365.3,79.9,49.48,NA,3.66e-4,3.66e-4,99018.9,36.2,53.35
2005-2007,30,9.06e-4,9.06e-4,98285.4,89,48.52,NA,3.8e-4,3.8e-4,98982.6,37.6,52.37
2005-2007,31,9.12e-4,9.12e-4,98196.3,89.6,47.56,NA,3.86e-4,3.86e-4,98945.1,38.2,51.39
2005-2007,32,0.001032,0.001032,98106.8,101.2,46.61,NA,4.46e-4,4.46e-4,98906.8,44.1,50.41
2005-2007,33,0.001062,0.001062,98005.5,104,45.65,NA,5.1e-4,5.1e-4,98862.8,50.4,49.43
2005-2007,34,0.001073,0.001073,97901.5,105,44.7,NA,5.46e-4,5.46e-4,98812.3,53.9,48.46
2005-2007,35,0.001155,0.001154,97796.5,112.9,43.75,NA,5.66e-4,5.66e-4,98758.4,55.9,47.48
2005-2007,36,0.001237,0.001236,97683.6,120.7,42.8,NA,6.23e-4,6.23e-4,98702.5,61.5,46.51
2005-2007,37,0.0012979999999999999,0.001297,97562.8,126.5,41.85,NA,7.1e-4,7.1e-4,98641,70,45.54
2005-2007,38,0.001299,0.001299,97436.3,126.5,40.91,NA,7.48e-4,7.48e-4,98571,73.7,44.57
2005-2007,39,0.001426,0.001425,97309.7,138.7,39.96,NA,8.6e-4,8.6e-4,98497.3,84.7,43.6
2005-2007,40,0.001519,0.001517,97171,147.5,39.01,NA,9.47e-4,9.47e-4,98412.5,93.2,42.64
2005-2007,41,0.001669,0.001667,97023.6,161.8,38.07,NA,9.86e-4,9.86e-4,98319.4,96.9,41.68
2005-2007,42,0.001835,0.001834,96861.8,177.6,37.14,NA,0.001128,0.001127,98222.4,110.7,40.72
2005-2007,43,0.00195,0.001948,96684.2,188.4,36.2,NA,0.001242,0.001241,98111.7,121.7,39.77
2005-2007,44,0.002075,0.002073,96495.8,200.1,35.27,NA,0.001353,0.001352,97990,132.5,38.82
2005-2007,45,0.00231,0.002308,96295.8,222.2,34.34,NA,0.001492,0.001491,97857.5,145.9,37.87
2005-2007,46,0.002465,0.002462,96073.6,236.5,33.42,NA,0.001538,0.001537,97711.6,150.2,36.92
2005-2007,47,0.002698,0.002695,95837,258.2,32.5,NA,0.001804,0.001803,97561.4,175.9,35.98
2005-2007,48,0.003021,0.003017,95578.8,288.3,31.59,NA,0.002103,0.002101,97385.6,204.6,35.04
2005-2007,49,0.003267,0.003262,95290.4,310.8,30.68,NA,0.002169,0.002167,97181,210.6,34.12
2005-2007,50,0.003621,0.003614,94979.7,343.3,29.78,NA,0.002494,0.002491,96970.4,241.6,33.19
2005-2007,51,0.004048,0.00404,94636.4,382.3,28.89,NA,0.002594,0.002591,96728.8,250.6,32.27
2005-2007,52,0.004318,0.004308,94254.1,406.1,28.01,NA,0.002867,0.002863,96478.2,276.2,31.35
2005-2007,53,0.004818,0.004806,93848,451,27.12,NA,0.003139,0.003134,96202,301.5,30.44
2005-2007,54,0.005206,0.0051919999999999996,93397,484.9,26.25,NA,0.003436,0.00343,95900.5,329,29.54
2005-2007,55,0.005829,0.005812,92912,540,25.39,NA,0.003729,0.003722,95571.5,355.7,28.64
2005-2007,56,0.006304,0.006284,92372,580.4,24.53,NA,0.00412,0.004111,95215.8,391.5,27.74
2005-2007,57,0.006724,0.006702,91791.5,615.2,23.68,NA,0.004415,0.004405,94824.4,417.7,26.85
2005-2007,58,0.007347,0.00732,91176.4,667.4,22.84,NA,0.004671,0.00466,94406.6,440,25.97
2005-2007,59,0.007961,0.007929,90509,717.7,22.01,NA,0.005173,0.00516,93966.7,484.9,25.09
2005-2007,60,0.008873,0.008834,89791.3,793.2,21.18,NA,0.00552,0.005505,93481.8,514.6,24.22
2005-2007,61,0.01012,0.010069,88998.1,896.2,20.36,NA,0.006477,0.006456,92967.2,600.2,23.35
2005-2007,62,0.011148,0.011086,88102,976.7,19.56,NA,0.006871,0.006848,92367,632.5,22.5
2005-2007,63,0.012225,0.012151,87125.2,1058.7,18.78,NA,0.007712,0.007682,91734.5,704.7,21.65
2005-2007,64,0.0136,0.013508,86066.6,1162.6,18,NA,0.00846,0.008425,91029.7,766.9,20.81
2005-2007,65,0.015036,0.014924,84904,1267.1,17.24,NA,0.009124,0.009083,90262.8,819.8,19.98
2005-2007,66,0.016327,0.016195,83636.9,1354.5,16.5,NA,0.010349,0.010296,89443,920.9,19.16
2005-2007,67,0.017875,0.017717,82282.4,1457.8,15.76,NA,0.011268,0.011205,88522.1,991.9,18.36
2005-2007,68,0.019775,0.019581,80824.6,1582.6,15.03,NA,0.012231,0.012157,87530.2,1064.1,17.56
2005-2007,69,0.021485,0.021256,79242,1684.4,14.32,NA,0.013548,0.013457,86466.2,1163.5,16.77
2005-2007,70,0.023426,0.023154,77557.6,1795.8,13.62,NA,0.015084,0.014971,85302.6,1277.1,15.99
2005-2007,71,0.026576,0.026227,75761.8,1987,12.94,NA,0.016603,0.016466,84025.6,1383.6,15.23
2005-2007,72,0.029496,0.029068,73774.7,2144.5,12.27,NA,0.018768,0.018593,82642,1536.6,14.47
2005-2007,73,0.032417,0.0319,71630.3,2285,11.62,NA,0.020866,0.02065,81105.4,1674.9,13.74
2005-2007,74,0.036549,0.035893,69345.3,2489,10.99,NA,0.023749,0.02347,79430.6,1864.2,13.02
2005-2007,75,0.040297,0.039502,66856.2,2640.9,10.38,NA,0.026565,0.026216,77566.3,2033.5,12.32
2005-2007,76,0.045862,0.044834,64215.3,2879,9.79,NA,0.03001,0.029566,75532.8,2233.2,11.64
2005-2007,77,0.050949,0.049683,61336.3,3047.4,9.22,NA,0.033785,0.033224,73299.6,2435.3,10.98
2005-2007,78,0.056376,0.054831,58288.9,3196,8.68,NA,0.038038,0.037328,70864.3,2645.2,10.34
2005-2007,79,0.063382,0.061436,55092.9,3384.7,8.15,NA,0.04353,0.042603,68219.1,2906.3,9.72
2005-2007,80,0.070254,0.06787,51708.2,3509.4,7.65,NA,0.048241,0.047105,65312.8,3076.6,9.13
2005-2007,81,0.078886,0.075893,48198.8,3657.9,7.17,NA,0.054687,0.053231,62236.2,3312.9,8.55
2005-2007,82,0.088004,0.084295,44540.9,3754.6,6.72,NA,0.061043,0.059235,58923.3,3490.3,8.01
2005-2007,83,0.097628,0.093084,40786.3,3796.6,6.3,NA,0.069388,0.067061,55433,3717.4,7.48
2005-2007,84,0.109079,0.103438,36989.7,3826.1,5.89,NA,0.077962,0.075037,51715.6,3880.6,6.98
2005-2007,85,0.12013,0.113323,33163.6,3758.2,5.51,NA,0.087791,0.084099,47835,4022.9,6.51
2005-2007,86,0.131132,0.123063,29405.4,3618.7,5.15,NA,0.095669,0.091301,43812.1,4000.1,6.06
2005-2007,87,0.142795,0.13328,25786.7,3436.8,4.81,NA,0.107659,0.10216,39812,4067.2,5.62
2005-2007,88,0.153999,0.142989,22349.8,3195.8,4.47,NA,0.119957,0.113169,35744.8,4045.2,5.2
2005-2007,89,0.189315,0.172944,19154.1,3312.6,4.13,NA,0.142777,0.133263,31699.6,4224.4,4.8
2005-2007,90,0.196519,0.178937,15841.5,2834.6,3.89,NA,0.154495,0.143416,27475.2,3940.4,4.46
2005-2007,91,0.213961,0.193284,13006.8,2514,3.63,NA,0.173739,0.159853,23534.8,3762.1,4.12
2005-2007,92,0.235559,0.210739,10492.8,2211.2,3.38,NA,0.19454,0.177295,19772.7,3505.6,3.81
2005-2007,93,0.261011,0.23088,8281.6,1912.1,3.15,NA,0.219938,0.198148,16267.1,3223.3,3.53
2005-2007,94,0.273143,0.240322,6369.5,1530.7,2.94,NA,0.241907,0.215804,13043.8,2814.9,3.27
2005-2007,95,0.312496,0.270267,4838.8,1307.8,2.71,NA,0.271826,0.239302,10228.9,2447.8,3.04
2005-2007,96,0.338573,0.289555,3531,1022.4,2.53,NA,0.298164,0.25948,7781.1,2019,2.84
2005-2007,97,0.380433,0.319634,2508.6,801.8,2.36,NA,0.315717,0.272673,5762.1,1571.2,2.65
2005-2007,98,0.415946,0.344334,1706.8,587.7,2.24,NA,0.349829,0.297749,4190.9,1247.8,2.46
2005-2007,99,0.414005,0.343003,1119.1,383.8,2.15,NA,0.380607,0.319756,2943.1,941.1,2.29
2005-2007,100,0.446565,0.365055,735.2,268.4,2.02,NA,0.414063,0.343043,2002,686.8,2.14
2004-2006,0,0.005577,0.005561,100000,556.1,77.13,NA,0.004575,0.004565,100000,456.5,81.43
2004-2006,1,4.11e-4,4.11e-4,99443.9,40.9,76.56,NA,3.8e-4,3.8e-4,99543.5,37.8,80.81
2004-2006,2,2.3e-4,2.3e-4,99403,22.8,75.59,NA,1.93e-4,1.93e-4,99505.7,19.2,79.84
2004-2006,3,1.84e-4,1.84e-4,99380.2,18.2,74.61,NA,1.42e-4,1.42e-4,99486.5,14.1,78.85
2004-2006,4,1.22e-4,1.22e-4,99361.9,12.1,73.62,NA,1.1e-4,1.1e-4,99472.4,10.9,77.86
2004-2006,5,1.08e-4,1.08e-4,99349.8,10.7,72.63,NA,9.4e-5,9.4e-5,99461.4,9.4,76.87
2004-2006,6,1.16e-4,1.16e-4,99339.1,11.5,71.64,NA,1.07e-4,1.07e-4,99452,10.7,75.88
2004-2006,7,9.4e-5,9.4e-5,99327.6,9.3,70.65,NA,8.6e-5,8.6e-5,99441.4,8.5,74.89
2004-2006,8,1.09e-4,1.09e-4,99318.2,10.8,69.65,NA,8.6e-5,8.6e-5,99432.9,8.5,73.89
2004-2006,9,1.1e-4,1.1e-4,99307.5,10.9,68.66,NA,6.4e-5,6.4e-5,99424.3,6.4,72.9
2004-2006,10,1.2e-4,1.2e-4,99296.6,11.9,67.67,NA,8e-5,8e-5,99417.9,7.9,71.9
2004-2006,11,1.21e-4,1.21e-4,99284.7,12,66.68,NA,8.5e-5,8.5e-5,99410,8.4,70.91
2004-2006,12,1.49e-4,1.49e-4,99272.6,14.8,65.68,NA,1.16e-4,1.16e-4,99401.6,11.5,69.92
